code,name,description,language,category,category-name,category-description
13040,STD control including HIV/AIDS,"All activities related to sexually transmitted diseases and HIV/AIDS control e.g. information, education and communication; testing; prevention; treatment, care.",en,130,Population Policies/Programmes & Reproductive Health,
13081,Personnel development for population and reproductive health,Education and training of health staff for population and reproductive health care services.,en,130,Population Policies/Programmes & Reproductive Health,
13096,Population statistics and data,"Collection, production, management and dissemination of statistics and data related to Population and Reproductive Health. Includes census work, vital registration, migration data collection, demographic data, etc.",en,130,Population Policies/Programmes & Reproductive Health,
14010,Water sector policy and administrative management,"Water sector policy and governance, including legislation, regulation, planning and management as well as transboundary management of water; institutional capacity development; activities supporting the Integrated Water Resource Management approach (IWRM:  see box below).",en,140,Water Supply & Sanitation,
14015,Water resources conservation (including data collection),"Collection and usage of quantitative and qualitative data on water resources; creation and sharing of water knowledge; conservation and rehabilitation of inland surface waters (rivers, lakes etc.), ground water and coastal waters; prevention of water contamination.",en,140,Water Supply & Sanitation,
14020,Water supply and sanitation - large systems,"Programmes where components according to 14021 and 14022 cannot be identified.  When components are known, they should individually be reported under their respective purpose codes:  water supply [14021], sanitation [14022], and hygiene [12261].",en,140,Water Supply & Sanitation,
14021,Water supply - large systems,Potable water treatment plants; intake works; storage; water supply pumping stations; large scale transmission / conveyance and distribution systems.,en,140,Water Supply & Sanitation,
14022,Sanitation - large systems,Large scale sewerage including trunk sewers and sewage pumping stations; domestic and industrial waste water treatment plants.,en,140,Water Supply & Sanitation,
14030,Basic drinking water supply and basic sanitation,"Programmes where components according to 14031 and 14032 cannot be identified.  When components are known, they should individually be reported under their respective purpose codes:  water supply [14031], sanitation [14032], and hygiene [12261].",en,140,Water Supply & Sanitation,
14031,Basic drinking water supply,"Rural water supply schemes using handpumps, spring catchments, gravity-fed systems, rainwater collection and fog harvesting, storage tanks, small distribution systems typically with shared connections/points of use. Urban schemes using handpumps and local neighbourhood networks including those with shared connections.",en,140,Water Supply & Sanitation,
14032,Basic sanitation,"Latrines, on-site disposal and alternative sanitation systems, including the promotion of household and community investments in the construction of these facilities. (Use code 12261 for activities promoting improved personal hygiene practices.)",en,140,Water Supply & Sanitation,
14040,River basins development,Infrastructure-focused integrated river basin projects and related institutional activities; river flow control; dams and reservoirs [excluding dams primarily for irrigation (31140) and hydropower (23220) and activities related to river transport (21040)].,en,140,Water Supply & Sanitation,
14050,Waste management/disposal,"Municipal and industrial solid waste management, including hazardous and toxic waste; collection, disposal and treatment; landfill areas; composting and reuse.",en,140,Water Supply & Sanitation,
14081,Education and training in water supply and sanitation,Education and training for sector professionals and service providers.,en,140,Water Supply & Sanitation,
15110,Public sector policy and administrative management,"Institution-building assistance to strengthen core public sector management systems and capacities. This includes general public policy management, co-ordination, planning and reform; human resource management; organisational development; civil service reform; e-government; development planning, monitoring and evaluation; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use specific sector codes for development of systems and capacities in sector ministries. For macro-economic policy use code 15142. For public procurement use code 15125.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15111,Public finance management (PFM),"Fiscal policy and planning; support to ministries of finance; strengthening financial and managerial accountability; public expenditure management; improving financial management systems; budget drafting; inter-governmental fiscal relations, public audit, public debt. (Use code 15114 for domestic revenue mobilisation and code 33120 for customs).",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15112,Decentralisation and support to subnational government,"Decentralisation processes (including political, administrative and fiscal dimensions); intergovernmental relations and federalism; strengthening departments of regional and local government, regional and local authorities and their national associations. (Use specific sector codes for decentralisation of sector management and services.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15113,Anti-corruption organisations and institutions,"Specialised organisations, institutions and frameworks for the prevention of and combat against corruption, bribery, money-laundering and other aspects of organised crime, with or without law enforcement powers, e.g. anti-corruption commissions and monitoring bodies, special investigation services, institutions and initiatives of integrity and ethics oversight, specialised NGOs, other civil society and citizens’ organisations directly concerned with corruption.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15114,Domestic revenue mobilisation,"Support to domestic revenue mobilisation/tax policy, analysis and administration as well as non-tax public revenue, which includes work with ministries of finance, line ministries, revenue authorities or other local, regional or national public bodies. (Use code 16010 for social security and other social protection.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15116,Tax collection,Operation of the inland revenue authority.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15117,Budget planning,Operation of the budget office and planning as part of the budget process.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15118,National audit,Operation of the accounting and audit services.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15119,Debt and aid management,"Management of public debt and foreign aid received (in the partner country). For reporting on debt reorganisation, use codes 600xx.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15120,Public sector financial management,"Strengthening financial and managerial accountability; public expenditure management; improving financial management systems; tax assessment procedures; budget drafting; field auditing; measures against waste, fraud and corruption.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15121,Foreign affairs,Administration of external affairs and services.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15122,Diplomatic missions,Operation of diplomatic and consular missions stationed abroad or at offices of international organisations.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15123,Administration of developing countries' foreign aid,Support to administration of developing countries' foreign aid (including triangular and south-south cooperation).,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15124,General personnel services,"Administration and operation of the civil service including policies, procedures and regulations.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15125,Public Procurement,"Support to public procurement, including to create and evaluate legal frameworks; advice in establishing strategic orientation of public procurement policies and reforms; advice in designing public procurement systems and processes; support to public procurement institutions (including electronic procurement) as well as structures or initiatives to assess public procurement systems; and development of professional capacity of public procurement bodies and staff.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15126,Other general public services,"Maintenance and storage of government records and archives, operation of government-owned or occupied buildings, central motor vehicle pools, government-operated printing offices, centralised computer and data processing services, etc.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15127,National monitoring and evaluation,Operation or support of institutions providing national monitoring and evaluation.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15128,Local government finance,Financial transfers to local government; support to institutions managing such transfers. (Use specific sector codes for sector-related transfers.),en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15129,Other central transfers to institutions,Transfers to non sector-specific autonomous bodies or state-owned enterprises outside of local government finance; support to institutions managing such transfers. (Use specific sector codes for sector-related transfers.),en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15130,Legal and judicial development,"Support to institutions, systems and procedures of the justice sector, both formal and informal; support to ministries of justice, the interior and home affairs; judges and courts; legal drafting services; bar and lawyers associations; professional legal education; maintenance of law and order and public safety; border management; law enforcement agencies, police, prisons and their supervision; ombudsmen; alternative dispute resolution, arbitration and mediation; legal aid and counsel; traditional, indigenous and paralegal practices that fall outside the formal legal system. Measures that support the improvement of legal frameworks, constitutions, laws and regulations; legislative and constitutional drafting and review; legal reform; integration of formal and informal systems of law. Public legal education; dissemination of information on entitlements and remedies for injustice; awareness campaigns. (Use codes 152xx for activities that are primarily aimed at supporting security system reform or undertaken in connection with post-conflict and peace building activities. Use code 15190 for capacity building in border management related to migration.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15131,"Justice, law and order policy, planning and administration",Judicial law and order sectors; policy development within ministries of justice or equivalents.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15132,Police,Police affairs and services.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15133,Fire and rescue services,Fire-prevention and fire-fighting affairs and services.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15134,Judicial affairs,"Civil and criminal law courts and the judicial system, including enforcement of fines and legal settlements imposed by the courts and operation of parole and probation systems.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15135,Ombudsman,Independent service representing the interests of the public by investigating and addressing complaints of unfair treatment or maladministration.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15136,Immigration,"Immigration affairs and services, including alien registration, issuing work and travel documents to immigrants.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15137,Prisons,,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15140,Government administration,"Systems of government including parliament, local government, decentralisation; civil service and civil service reform. Including general services by government (or commissioned by government) not elsewhere specified e.g. police, fire protection; cartography, meteorology, legal metrology, aerial surveys and remote sensing; administrative buildings.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15142,Macroeconomic policy,"Support to macroeconomic stability, debt sustainability and structural reforms. Includes technical assistance for strategic formulation of policies, laws and regulation; capacity building to enhance public sector development; policy-based funding. For fiscal policy and domestic revenue mobilisation use codes 15111 and 15114.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15143,Meteorological services,Operation or support of institutions dealing with weather forecasting.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15144,National standards development,Operation or support of institutions dealing with national standards development. (Use code 16062 for statistical capacity-building.),en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15150,Democratic participation and civil society,"Support to the exercise of democracy and diverse forms of participation of citizens beyond elections (15151); direct democracy instruments such as referenda and citizens’ initiatives; support to organisations to represent and advocate for their members, to monitor, engage and hold governments to account, and to help citizens learn to act in the public sphere; curricula and teaching for civic education at various levels. (This purpose code is restricted to activities targeting governance issues. When assistance to civil society is for non-governance purposes use other appropriate purpose codes.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15151,Elections,"Electoral management bodies and processes, election observation, voters' education. (Use code 15230 when in the context of an international peacekeeping operation.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15152,Legislatures and political parties,"Assistance to strengthen key functions of legislatures/ parliaments including subnational assemblies and councils (representation; oversight; legislation), such as improving the capacity of legislative bodies, improving legislatures’ committees and administrative procedures,; research and information management systems; providing training programmes for legislators and support personnel. Assistance to political parties and strengthening of party systems.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15153,Media and free flow of information,"Activities that support free and uncensored flow of information on public issues; activities that increase the editorial and technical skills and the integrity of the print and broadcast media, e.g. training of journalists. (Use codes 22010-22040 for provision of equipment and capital assistance to media.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15154,Executive office,"Administration, operation or support of executive office. Includes office of the chief executive at all levels of government (monarch, governor-general, president, prime minister, governor, mayor, etc.).",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15155,Tax policy and administration support,,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15156,Other non-tax revenue mobilisation,"Non-tax public revenue, which includes line ministries, revenue authorities or other local, regional or national public bodies.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15160,Human rights,"Measures to support specialised official human rights institutions and mechanisms at universal, regional, national and local levels in their statutory roles to promote and protect civil and political, economic, social and cultural rights as defined in international conventions and covenants; translation of international human rights commitments into national legislation; reporting and follow-up; human rights dialogue. Human rights defenders and human rights NGOs; human rights advocacy, activism, mobilisation; awareness raising and public human rights education. Human rights programming targeting specific groups, e.g. children, persons with disabilities, migrants, ethnic, religious, linguistic and sexual minorities, indigenous people and those suffering from caste discrimination, victims of trafficking, victims of torture. (Use code 15230 when in the context of a peacekeeping operation and code 15180 for ending violence against women and girls. Use code 15190 for human rights programming for refugees or migrants, including when they are victims of trafficking.Use code 16070 for Fundamental Principles and Rights at Work, i.e. Child Labour, Forced Labour, Non-discrimination in employment and occupation, Freedom of Association and Collective Bargaining.)",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15161,Elections,"Electoral assistance and monitoring, voters' education [other than in connection with UN peace building (15230)].",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15162,Human rights,"Monitoring of human rights performance; support for national and regional human rights bodies; protection of ethnic, religious and cultural minorities [other than in connection with un peace building (15230)].",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15163,Free flow of information,"Uncensored flow of information on public issues, including activities that increase the professionalism, skills and integrity of the print and broadcast media (e.g. training of journalists).",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15164,Women's equality organisations and institutions,Support for institutions and organisations (governmental and non-governmental) working for gender equality and women's empowerment.,en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15170,"Women’s rights organisations and movements, and government institutions","Support for feminist, women-led and women’s rights organisations and movements, and institutions (governmental and non-govermental) at all levels to enhance their effectiveness, influence and substainability (activities and core-funding). These organisations exist to bring about transformative change for gender equality and/or the rights of women and girls in developing countries. Their activities include agenda-setting, advocacy, policy dialogue, capacity development, awareness raising and prevention, service provision, conflict-prevention and peacebuilding, research, organising, and alliance and network building",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15180,Ending violence against women and girls,"Support to programmes designed to prevent and eliminate all forms of violence against women and girls/gender-based violence. This encompasses a broad range of forms of physical, sexual and psychological violence including but not limited to: intimate partner violence (domestic violence); sexual violence; female genital mutilation/cutting (FGM/C); child, early and forced marriage; acid throwing; honour killings; and trafficking of women and girls. Prevention activities may include efforts to empower women and girls; change attitudes, norms and behaviour; adopt and enact legal reforms; and strengthen implementation of laws and policies on ending violence against women and girls, including through strengthening institutional capacity. Interventions to respond to violence against women and girls/gender-based violence may include expanding access to services including legal assistance, psychosocial counselling and health care; training personnel to respond more effectively to the needs of survivors; and ensuring investigation, prosecution and punishment of perpetrators of violence.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15185,Local government administration,"Decentralisation processes (including political, administrative and fiscal dimensions); intergovernmental relations and federalism; strengthening local authorities.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15190,"Facilitation of orderly, safe, regular and responsible migration and mobility","Assistance to developing countries that facilitates the orderly, safe, regular and responsible migration and mobility of people. This includes:• Capacity building in migration and mobility policy, analysis, planning and management. This includes support to facilitate safe and regular migration and address irregular migration, engagement with diaspora and programmes enhancing the development impact of remittances and/or their use for developmental projects in developing countries.• Measures to improve migrant labour recruitment systems in developing countries.• Capacity building for strategy and policy development as well as legal and judicial development (including border management) in developing countries. This includes support to address and reduce vulnerabilities in migration, and strengthen the transnational response to smuggling of migrants and preventing and combating trafficking in human beings.• Support to effective strategies to ensure international protection and the right to asylum.• Support to effective strategies to ensure access to justice and assistance for displaced persons.• Assistance to migrants for their safe, dignified, informed and voluntary return to their country of origin (covers only returns from another developing country; assistance to forced returns is excluded from ODA).• Assistance to migrants for their sustainable reintegration in their country of origin (use code 93010 for pre-departure assistance provided in donor countries in the context of voluntary returns). Activities that pursue first and foremost providers’ interest are excluded from ODA. Activities addressing the root causes of forced displacement and irregular migration should not be coded here, but under their relevant sector of intervention. In addition, use code 15136 for support to countries' authorities for immigration affairs and services (optional), code 24050 for programmes aiming at reducing the sending costs of remittances, code 72010 for humanitarian aspects of assistance to refugees and internally displaced persons (IDPs) such as delivery of emergency services and humanitarian protection. Use code 93010 when expenditure is for the temporary sustenance of refugees in the donor country, including for their voluntary return and for their reintegration when support is provided in a donor country in connection with the return from that donor country (i.e. pre-departure assistance), or voluntary resettlement in a third developed country.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15196,Government and civil society statistics and data,"Collection, production, management and dissemination of statistics and data related to Government & Civil Society. Includes macroeconomic statistics, government finance, fiscal and public sector statistics, support to development of administrative data infrastructure, civil society surveys.",en,151,Government & Civil Society-general,N.B. Use code 51010 for general budget support.
15210,Security system management and reform,"Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance. [Other than in the context of an international peacekeeping operation (15230)].",en,152,"Conflict, Peace & Security","N.B. Further notes on ODA eligibility (and exclusions) of conflict, peace and security related activities are given in paragraphs 76-81 of the Directives."
15220,"Civilian peace-building, conflict prevention and resolution","Support for civilian activities related to peace building, conflict prevention and resolution, including capacity building, monitoring, dialogue and information exchange. Bilateral participation in international civilian peace missions such as those conducted by the UN Department of Political Affairs (UNDPA) or the European Union (European Security and Defence Policy), and contributions to civilian peace funds or commissions (e.g. Peacebuilding Commission, Peacebuilding thematic window of the MDG achievement fund etc.). The contributions can take the form of financing or provision of equipment or civilian or military personnel (e.g. for training civilians).(Use code 15230 for bilateral participation in international peacekeeping operations).",en,152,"Conflict, Peace & Security","N.B. Further notes on ODA eligibility (and exclusions) of conflict, peace and security related activities are given in paragraphs 76-81 of the Directives."
15230,Participation in international peacekeeping operations,"Bilateral participation in peacekeeping operations mandated or authorised by the United Nations (UN) through Security Council resolutions, and conducted by international organisations, e.g. UN, NATO, the European Union (Security and Defence Policy security-related operations), or regional groupings of developing countries. Direct contributions to the UN Department for Peacekeeping Operations (UNDPKO) budget are excluded from bilateral ODA (they are reportable in part as multilateral ODA, see Annex 9). The activities that can be reported as bilateral ODA under this code are limited to: human rights and election monitoring; reintegration of demobilised soldiers; rehabilitation of basic national infrastructure; monitoring or retraining of civil administrators and police forces; security sector reform and other rule of law-related activities; training in customs and border control procedures; advice or training in fiscal or macroeconomic stabilisation policy; repatriation and demobilisation of armed factions, and disposal of their weapons; explosive mine removal. The enforcement aspects of international peacekeeping operations are not reportable as ODA. ODA-eligible bilateral participation in peacekeeping operations can take the form of financing or provision of equipment or military or civilian personnel (e.g. police officers). The reportable cost is calculated as the excess over what the personnel and equipment would have cost to maintain had they not been assigned to take part in a peace operation. Costs for military contingents participating in UNDPKO peacekeeping operations are not reportable as ODA. International peacekeeping operations may include humanitarian-type activities (contributions to the form of equipment or personnel), as described in codes 7xxxx. These should be included under code 15230 if they are an integrated part of the activities above, otherwise they should be reported as humanitarian aid. NB: When using this code, indicate the name of the operation in the short description of the activity reported.",en,152,"Conflict, Peace & Security","N.B. Further notes on ODA eligibility (and exclusions) of conflict, peace and security related activities are given in paragraphs 76-81 of the Directives."
15240,Reintegration and SALW control,"Reintegration of demobilised military personnel into the economy; conversion of production facilities from military to civilian outputs; technical co-operation to control, prevent and/or reduce the proliferation of small arms and light weapons (SALW) – see para. 80 of the Directives for definition of SALW activities covered. [Other than in the context of an international peacekeeping operation (15230) or child soldiers (15261)].",en,152,"Conflict, Peace & Security","N.B. Further notes on ODA eligibility (and exclusions) of conflict, peace and security related activities are given in paragraphs 76-81 of the Directives."
15250,Removal of land mines and explosive remnants of war,"All activities related to land mines and explosive remnants of war which have benefits to developing countries as their main objective, including removal of land mines and explosive remnants of war, and stockpile destruction for developmental purposes [other than in the context of an international peacekeeping operation (15230)]; risk education and awareness raising; rehabilitation, reintegration and assistance to victims, and research and development on demining and clearance. Only activities for civilian purposes are ODA-eligible.",en,152,"Conflict, Peace & Security","N.B. Further notes on ODA eligibility (and exclusions) of conflict, peace and security related activities are given in paragraphs 76-81 of the Directives."
15261,Child soldiers (prevention and demobilisation),"Technical co-operation provided to government – and assistance to civil society organisations – to support and apply legislation designed to prevent the recruitment of child soldiers, and to demobilise, disarm, reintegrate, repatriate and resettle (DDR) child soldiers.",en,152,"Conflict, Peace & Security","N.B. Further notes on ODA eligibility (and exclusions) of conflict, peace and security related activities are given in paragraphs 76-81 of the Directives."
16010,Social Protection,"Social protection or social security strategies, legislation and administration; institution capacity building and advice; social security and other social schemes; support programmes, cash benefits, pensions and special programmes for older persons, orphans, persons with disabilities, children, mothers with newborns, those living in poverty, without jobs and other vulnerable groups; social dimensions of structural adjustment.",en,160,Other Social Infrastructure & Services,
16011,"Social protection and welfare services policy, planning and administration","Administration of overall social protection policies, plans, programmes and budgets including legislation, standards and statistics on social protection.",en,160,Other Social Infrastructure & Services,
16012,Social security (excl pensions),Social protection shemes in the form of cash or in-kind benefits to people unable to work due to sickness or injury.,en,160,Other Social Infrastructure & Services,
