code,name,description,category,url,status
BAR,bar,"a shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts",T,,active
BRKS,barracks,a building for lodging military personnel,S,,active
BTL,battlefield,a site of a land battle of historical importance,L,,active
BAY,bay,"a coastal indentation between two capes or headlands, larger than a cove but smaller than a gulf",H,,active
BAYS,bays,"coastal indentations between two capes or headlands, larger than a cove but smaller than a gulf",H,,active
BCH,beach,a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves,T,,active
RDGB,beach ridge,"a ridge of sand just inland and parallel to the beach, usually in series",T,,active
BCHS,beaches,a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves,T,,active
BCN,beacon,a fixed artificial navigation mark,S,,active
BNCH,bench,"a long, narrow bedrock platform bounded by steeper slopes above and below, usually overlooking a waterbody",T,,active
BGHT,bight(s),an open body of water forming a slight recession in a coastline,H,,active
BLHL,blowhole(s),a hole in coastal rock through which sea water is forced by a rising tide or waves and spurted through an outlet into the air,T,,active
BLOW,blowout(s),"a small depression in sandy terrain, caused by wind erosion",T,,active
BTYD,boatyard,"a waterside facility for servicing, repairing, and building small vessels",S,,active
BOG,bog(s),"a wetland characterized by peat forming sphagnum moss, sedge, and other acid-water plants",H,,active
PSTB,border post,a post or station at an international boundary for the regulation of movement of people and goods,S,,active
BLDR,boulder field,"a high altitude or high latitude bare, flat area covered with large angular rocks",T,,active
BP,boundary marker,a fixture marking a point along a boundary,S,,active
BRKW,breakwater,a structure erected to break the force of waves at the entrance to a harbor or port,S,,active
MFGB,brewery,one or more buildings where beer is brewed,S,,active
BDG,bridge,"a structure erected across an obstacle such as a stream, road, etc., in order to carry roads, railroads, and pedestrians across",S,,active
ZNB,buffer zone,a zone recognized as a buffer between two nations in which military presence is minimal or absent,A,,active
BLDG,building(s),"a structure built for permanent use, as a house, factory, etc.",S,,active
BUR,burial cave(s),a cave used for human burials,S,,active
BUSH,bush(es),a small clump of conspicuous bushes in an otherwise bare area,V,,active
CTRB,business center,a place where a number of businesses are located,L,,active
BUTE,butte(s),"a small, isolated, usually flat-topped hill with steep sides",T,,active
CARN,cairn,a heap of stones erected as a landmark or for other purposes,S,,active
CLDA,caldera,a depression measuring kilometers across formed by the collapse of a volcanic mountain,T,,active
CMP,camp(s),"a site occupied by tents, huts, or other shelters for temporary use",S,,active
CNL,canal,an artificial watercourse,H,,active
CNLB,canal bend,a conspicuously curved or bent section of a canal,H,,active
TNLC,canal tunnel,a tunnel through which a canal passes,H,,active
STMC,canalized stream,"a stream that has been substantially ditched, diked, or straightened",H,,active
MFGC,cannery,a building where food items are canned,S,,active
CNYN,canyon,"a deep, narrow valley with steep sides cutting into a plateau or mountainous area",T,,active
CAPE,cape,"a land area, more prominent than a point, projecting into the sea and marking a notable change in coastal direction",T,,active
PPLC,capital of a political entity,capital of a political entity,P,,active
RTE,caravan route,the route taken by caravans,R,,active
CSNO,casino,"a building used for entertainment, especially gambling",S,,active
CSTL,castle,a large fortified building or set of buildings,S,,active
TNKD,cattle dipping tank,a small artificial pond used for immersing cattle in chemically treated water for disease control,S,,active
CSWY,causeway,a raised roadway across wet ground or shallow water,R,,active
CAVE,cave(s),"an underground passageway or chamber, or cavity on the side of a cliff",S,,active
CMTY,cemetery,a burial place or ground,S,,active
CHN,channel,"the deepest part of a stream, bay, lagoon, or strait, through which the main current flows",H,,active
MNCR,chrome mine(s),a mine where chrome ore is extracted,S,,active
CH,church,a building for public Christian worship,S,,active
CRQ,cirque,a bowl-like hollow partially surrounded by cliffs or steep slopes at the head of a glaciated valley,T,,active
CRQS,cirques,bowl-like hollows partially surrounded by cliffs or steep slopes at the head of a glaciated valley,T,,active
CLG,clearing,an area in a forest with trees removed,L,,active
CFT,cleft(s),"a deep narrow slot, notch, or groove in a coastal cliff",T,,active
CLF,cliff(s),"a high, steep to perpendicular slope overlooking a waterbody or lower area",T,,active
HSPC,clinic,a medical facility associated with a hospital for outpatients,S,,active
MNC,coal mine(s),a mine where coal is extracted,S,,active
COLF,coalfield,a region in which coal deposits of possible economic value occur,L,,active
CST,coast,a zone of variable width straddling the shoreline,L,,active
STNC,coast guard station,a facility from which the coast is guarded by armed vessels,S,,active
GRVC,coconut grove,a planting of coconut trees,V,,active
SCHC,college,the grounds and buildings of an institution of higher learning,S,,active
CMN,common,a park or pasture for community use,L,,active
COMC,communication center,"a facility, including buildings, antennae, towers and electronic equipment for receiving and transmitting information",S,,active
CTRCM,community center,a facility for community recreation and other activities,S,,active
CNS,concession area,"a lease of land by a government for economic development, e.g., mining, forestry",L,,active
CONE,cone(s),a conical landform composed of mud or volcanic material,T,,active
CNFL,confluence,a place where two or more streams or intermittent streams flow together,H,,active
CRSU,continental rise,a gentle slope rising from oceanic depths towards the foot of a continental slope,U,,active
CVNT,convent,a building where a community of nuns lives in seclusion,S,,active
MNCU,copper mine(s),a mine where copper ore is extracted,S,,active
MFGCU,copper works,a facility for processing copper ore,S,,active
RFC,coral reef(s),a surface-navigation hazard composed of coral,H,,active
CRRL,corral(s),a pen or enclosure for confining or capturing animals,S,,active
CRDR,corridor,a strip or area of land having significance as an access way,T,,active
ESTC,cotton plantation,an estate specializing in the cultivation of cotton,S,,active
HSEC,country house,"a large house, mansion, or chateau, on a large estate",S,,active
CTHSE,courthouse,a building in which courts of law are held,S,,active
COVE,cove(s),"a small coastal indentation, smaller than a bay",H,,active
LKC,crater lake,a lake in a crater or caldera,H,,active
LKSC,crater lakes,lakes in a crater or caldera,H,,active
CRTR,crater(s),a generally circular saucer or bowl-shaped depression caused by volcanic or meteorite explosive action,T,,active
CUET,cuesta(s),an asymmetric ridge formed on tilted strata,T,,active
CULT,cultivated area,an area under cultivation,V,,active
CRNT,current,a horizontal flow of water in a given direction with uniform velocity,H,,active
CSTM,customs house,"a building in a port where customs and duties are paid, and where vessels are entered and cleared",S,,active
PSTC,customs post,a building at an international boundary where customs and duties are paid on goods,S,,active
CUTF,cutoff,a channel formed as a result of a stream cutting through a meander neck,H,,active
DARY,dairy,"a facility for the processing, sale and distribution of milk or milk products",S,,active
DAM,dam,a barrier constructed across a stream to impound water,S,,active
DEPU,deep,"a localized deep area within the confines of a larger feature, such as a trough, basin or trench",U,,active
DLTA,delta,a flat plain formed by alluvial deposits at the mouth of a stream,T,,active
PCLD,dependent political entity,dependent political entity,A,,active
DPR,depression(s),a low area surrounded by higher land and usually characterized by interior drainage,T,,active
DSRT,desert,a large area with little or no vegetation due to extreme environmental conditions,T,,active
PPLW,destroyed populated place,"a village, town or city destroyed by a natural disaster, or by war",P,,active
MNDT,diatomite mine(s),a place where diatomaceous earth is extracted,S,,active
DIKE,dike,an earth or stone embankment usually constructed for flood or stream control,S,,active
DIP,diplomatic facility,"office, residence, or facility of a foreign government, which may include an embassy, consulate, chancery, office of charge d’affaires, or other diplomatic, economic, military, or cultural mission",S,,active
HSPD,dispensary,a building where medical or dental aid is dispensed,S,,active
STMD,distributary(-ies),"a branch which flows away from the main stream, as in a delta or irrigation canal",H,,active
DTCH,ditch,a small artificial watercourse dug for draining or irrigating the land,H,,active
DTCHM,ditch mouth(s),"an area where a drainage ditch enters a lagoon, lake or bay",H,,active
DVD,divide,a line separating adjacent drainage basins,T,,active
DCK,dock(s),"a waterway between two piers, or cut into the land for the berthing of ships",H,,active
DCKB,docking basin,a part of a harbor where ships dock,H,,active
DCKY,dockyard,"a facility for servicing, building, or repairing ships",S,,active
BSND,drainage basin,an area drained by a stream,L,,active
CNLD,drainage canal,an artificial waterway carrying water away from a wetland or from drainage ditches,H,,active
DTCHD,drainage ditch,a ditch which serves to drain the land,H,,active
DCKD,dry dock,"a dock providing support for a vessel, and means for removing the water so that the bottom of the vessel can be exposed",S,,active
SBED,dry stream bed,a channel formerly containing the water of a stream,T,,active
DUNE,dune(s),"a wave form, ridge or star shape feature composed of sand",T,,active
RGNE,economic region,a region of a country established for economic development or for statistical purposes,L,,active
SCRP,escarpment,a long line of cliffs or steep slopes separating level surfaces above and below,T,,active
EST,estate(s),a large commercialized agricultural landholding with associated buildings and other facilities,S,,active
ESTY,estuary,a funnel-shaped stream mouth or embayment where fresh water mixes with sea water under tidal influences,H,,active
STNE,experiment station,a facility for carrying out experiments,S,,active
FCL,facility,"a building or buildings housing a center, institute, foundation, hospital, prison, mission, courthouse, etc.",S,,active
CTRF,facility center,a place where more than one facility is situated,S,,active
MFG,factory,"one or more buildings where goods are manufactured, processed or fabricated",S,,active
FAN,fan(s),a fan-shaped wedge of coarse alluvium with apex merging with a mountain stream bed and the fan spreading out at a low angle slope onto an adjacent plain,T,,active
FRM,farm,a tract of land with associated buildings devoted to agriculture,S,,active
PPLF,farm village,a populated place where the population is largely engaged in agricultural activities,P,,active
FRMS,farms,tracts of land with associated buildings devoted to agriculture,S,,active
FRMT,farmstead,the buildings and adjacent service areas of a farm,S,,active
FY,ferry,a boat or other floating conveyance and terminal facilities regularly used to transport people and vehicles across a waterbody,S,,active
FYT,ferry terminal,"a place where ferries pick-up and discharge passengers, vehicles and or cargo",S,,active
FLD,field(s),an open as opposed to wooded area,L,,active
FIRE,fire station,building housing firefighters and/or fire fighting equipment,S,,active
ADM1,first-order administrative division,"a primary administrative division of a country, such as a state in the United States",A,,active
FISH,fishing area,"a fishing ground, bank or area where fishermen go to catch fish",H,,active
PNDSF,fishponds,ponds or enclosures in which fish are kept or raised,H,,active
FSR,fissure,a crack associated with volcanism,T,,active
FJD,fjord,"a long, narrow, steep-walled, deep-water arm of the sea at high latitudes, usually along mountainous coasts",H,,active
FJDS,fjords,"long, narrow, steep-walled, deep-water arms of the sea at high latitudes, usually along mountainous coasts",H,,active
FORD,ford,a shallow part of a stream which can be crossed on foot or by land vehicle,T,,active
RESF,forest reserve,a forested area set aside for preservation or controlled use,L,,active
STNF,forest station,a collection of buildings and facilities for carrying out forest management,S,,active
FRST,forest(s),an area dominated by tree vegetation,V,,active
INLTQ,former inlet,"an inlet which has been filled in, or blocked by deposits",H,,active
MLSGQ,former sugar mill,a sugar mill no longer used as a sugar mill,S,,active
FT,fort,a defensive structure or earthworks,S,,active
FRSTF,fossilized forest,a forest fossilized by geologic processes and now exposed at the earth's surface,V,,active
FNDY,foundry,a building or works where metal casting is carried out,S,,active
ADM4,fourth-order administrative division,a subdivision of a third-order administrative division,A,,active
ZNF,free trade zone,"an area, usually a section of a port, where goods may be received and shipped free of customs duty and of most customs regulations",S,,active
PCLF,freely associated state,freely associated state,A,,active
DPOF,fuel depot,an area where fuel is stored,S,,active
GAP,gap,"a low place in a ridge, not used for transportation",T,,active
GDN,garden(s),an enclosure for displaying selected plant or animal life,S,,active
GOSP,gas-oil separator plant,a facility for separating gas from oil,S,,active
GASF,gasfield,an area containing a subterranean store of natural gas of economic value,L,,active
GATE,gate,a controlled access entrance or exit,S,,active
GYSR,geyser,a type of hot spring with intermittent eruptions of jets of hot water and steam,H,,active
GHAT,ghāt,"a set of steps leading to a river, which are of religious significance, and at their base is usually a platform for bathing",S,,active
GLCR,glacier(s),"a mass of ice, usually at high latitudes or high elevations, with sufficient thickness to flow away from the source area in lobes, tongues, or masses",H,,active
MNAU,gold mine(s),"a mine where gold ore, or alluvial gold is extracted",S,,active
RECG,golf course,a recreation field where golf is played,S,,active
GRGE,gorge(s),"a short, narrow, steep-sided section of a stream valley",T,,active
GRSLD,grassland,an area dominated by grass vegetation,V,,active
GRVE,grave,a burial site,S,,active
GVL,gravel area,an area covered with gravel,L,,active
GRAZ,grazing area,an area of grasses and shrubs used for grazing,L,,active
GHSE,guest house,a house used to provide lodging for paying guests,S,,active
GULF,gulf,"a large recess in the coastline, larger than a bay",H,,active
HLT,halting place,a place where caravans stop for rest,S,,active
HMCK,hammock(s),"a patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups",T,,active
AIRG,hangar,a covered and usually enclosed area for housing and repairing aircraft,S,,active
VALG,hanging valley,a valley the floor of which is notably higher than the valley or shore to which it leads; most common in areas that have been glaciated,T,,active
HBR,harbor(s),a haven or space of deep water so sheltered by the adjacent land as to afford a safe anchorage for ships,H,,active
HDLD,headland,a high projection of land extending into a large body of water beyond the line of the coast,T,,active
STMH,headwaters,"the source and upper part of a stream, including the upper drainage basin",H,,active
HTH,heath,an upland moor or sandy area dominated by low shrubby vegetation including heather,V,,active
AIRH,heliport,a place where helicopters land and take off,S,,active
HERM,hermitage,"a secluded residence, usually for religious sects",S,,active
HLL,hill,a rounded elevation of limited extent rising above the surrounding land with local relief of less than 300m,T,,active
HLLS,hills,rounded elevations of limited extent rising above the surrounding land with local relief of less than 300m,T,,active
ADMDH,historical administrative division,"a former administrative division of a political entity, undifferentiated as to administrative level",A,,active
ADM1H,historical first-order administrative division,a former first-order administrative division,A,,active
ADM4H,historical fourth-order administrative division,a former fourth-order administrative division,A,,active
PCLH,historical political entity,a former political entity,A,,active
PPLH,historical populated place,a populated place that no longer exists,P,,active
RRH,historical railroad,a former permanent twin steel-rail track on which freight and passenger cars move long distances,R,,active
RSTNH,historical railroad station,"a former facility comprising ticket office, platforms, etc. for loading and unloading train passengers and freight",S,,active
RGNH,historical region,a former area distinguished by one or more observable physical or cultural characteristics,L,,active
ADM2H,historical second-order administrative division,a former second-order administrative division,A,,active
HSTS,historical site,a place of historical importance,S,,active
ADM3H,historical third-order administrative division,a former third-order administrative division,A,,active
UFHU,historical undersea feature,an undersea feature whose existence has been subsequently disproved,U,,active
HMSD,homestead,"a residence, owner's or manager's, on a sheep or cattle station, woolshed, outcamp, or Aboriginal outstation, specific to Australia and New Zealand",S,,active
HSP,hospital,"a building in which sick or injured, especially those confined to bed, are medically treated",S,,active
SPNT,hot spring(s),a place where hot ground water flows naturally out of the ground,H,,active
HTL,hotel,a building providing lodging and/or meals for the public,S,,active
HSE,house(s),a building used as a human habitation,S,,active
DEVH,housing development,a tract of land on which many houses of similar design are built according to a development plan,L,,active
RESH,hunting reserve,a tract of land used primarily for hunting,L,,active
HUT,hut,a small primitive house,S,,active
HUTS,huts,small primitive houses,S,,active
PSH,hydroelectric power station,a building where electricity is generated from water power,S,,active
CAPG,icecap,a dome-shaped mass of glacial ice covering an area of mountain summits or other high lands; smaller than an ice sheet,H,,active
DPRG,icecap depression,a comparatively depressed area on an icecap,H,,active
DOMG,icecap dome,a comparatively elevated area on an icecap,H,,active
RDGG,icecap ridge,a linear elevation on an icecap,H,,active
PCLI,independent political entity,independent political entity,A,,active
INDS,industrial area,an area characterized by industrial activity,L,,active
INLT,inlet,"a narrow waterway extending into the land, or connecting a bay or lagoon with a larger body of water",H,,active
STNI,inspection station,"a station at which vehicles, goods, and people are inspected",S,,active
TRGD,interdune trough(s),a long wind-swept trough between parallel longitudinal dunes,T,,active
INTF,interfluve,a relatively undissected upland between adjacent stream valleys,T,,active
LKI,intermittent lake,intermittent lake,H,,active
LKSI,intermittent lakes,intermittent lakes,H,,active
LKOI,intermittent oxbow lake,intermittent oxbow lake,H,,active
PNDI,intermittent pond,intermittent pond,H,,active
PNDSI,intermittent ponds,intermittent ponds,H,,active
POOLI,intermittent pool,intermittent pool,H,,active
RSVI,intermittent reservoir,intermittent reservoir,H,,active
LKNI,intermittent salt lake,intermittent salt lake,H,,active
LKSNI,intermittent salt lakes,intermittent salt lakes,H,,active
PNDNI,intermittent salt pond(s),intermittent salt pond(s),H,,active
STMI,intermittent stream,intermittent stream,H,,active
WTLDI,intermittent wetland,intermittent wetland,H,,active
RDIN,intersection,a junction of two or more highways by a system of separate levels that permit traffic to pass from one to another without the crossing of traffic streams,S,,active
MNFE,iron mine(s),a mine where iron ore is extracted,S,,active
FLDI,irrigated field(s),a tract of level or terraced land which is irrigated,L,,active
CNLI,irrigation canal,a canal which serves as a main conduit for irrigation water,H,,active
DTCHI,irrigation ditch,a ditch which serves to distribute irrigation water,H,,active
SYSI,irrigation system,"a network of ditches and one or more of the following elements: water supply, reservoir, canal, pump, well, drain, etc.",H,,active
ISL,island,"a tract of land, smaller than a continent, surrounded by water at high water",T,,active
ISLS,islands,"tracts of land, smaller than a continent, surrounded by water at high water",T,,active
STLMT,Israeli settlement,Israeli settlement,P,,active
ISTH,isthmus,a narrow strip of land connecting two larger land masses and bordered by water,T,,active
JTY,jetty,a structure built out into the water at a river mouth or harbor entrance to regulate currents and silting,S,,active
KRST,karst area,"a distinctive landscape developed on soluble rock such as limestone characterized by sinkholes, caves, disappearing streams, and underground drainage",T,,active
CMPLA,labor camp,a camp used by migrant or temporary laborers,S,,active
LGN,lagoon,"a shallow coastal waterbody, completely or partly separated from a larger body of water by a barrier island, coral reef or other depositional feature",H,,active
LGNS,lagoons,"shallow coastal waterbodies, completely or partly separated from a larger body of water by a barrier island, coral reef or other depositional feature",H,,active
LK,lake,a large inland body of standing water,H,,active
LBED,lake bed(s),a dried up or drained area of a former lake,H,,active
CHNL,lake channel(s),"that part of a lake having water deep enough for navigation between islands, shoals, etc.",H,,active
RGNL,lake region,a tract of land distinguished by numerous lakes,L,,active
LKS,lakes,large inland bodies of standing water,H,,active
ISLT,land-tied island,"a coastal island connected to the mainland by barrier beaches, levees or dikes",T,,active
LNDF,landfill,a place for trash and garbage disposal in which the waste is buried between layers of earth to build up low-lying land,S,,active
LDNG,landing,"a place where boats receive or discharge passengers and freight, but lacking most port facilities",S,,active
LAVA,lava area,an area of solidified lava,T,,active
MNPB,lead mine(s),a mine where lead ore is extracted,S,,active
LTER,leased area,a tract of land leased by the United Kingdom from the People's Republic of China to form part of Hong Kong,A,,active
LEPC,leper colony,a settled area inhabited by lepers in relative isolation,S,,active
HSPL,leprosarium,an asylum or hospital for lepers,S,,active
LEV,levee,a natural low embankment bordering a distributary or meandering stream; often built up artificially to control floods,T,,active
LTHSE,lighthouse,a distinctive structure exhibiting a major navigation light,S,,active
MFGLM,limekiln,a furnace in which limestone is reduced to lime,S,,active
GOVL,local government office,"a facility housing local governmental offices, usually a city, town, or village hall",S,,active
LCTY,locality,a minor area or place of unspecified or mixed character and indefinite boundaries,L,,active
LOCK,lock(s),a basin in a waterway with gates at each end by means of which vessels are passed from one water level to another,S,,active
CMPL,logging camp,a camp used by loggers,S,,active
STMSB,lost river,"a surface stream that disappears into an underground channel, or dries up in an arid area",H,,active
MVA,maneuver area,a tract of land where military field exercises are carried out,L,,active
ISLM,mangrove island,a mangrove swamp surrounded by a waterbody,T,,active
MGV,mangrove swamp,a tropical tidal mud flat characterized by mangrove vegetation,H,,active
MAR,marina,"a harbor facility for small boats, yachts, etc.",S,,active
CHNM,marine channel,that part of a body of water deep enough for navigation through an area otherwise not suitable,H,,active
SCHN,maritime school,a school at which maritime sciences form the core of the curriculum,S,,active
MKT,market,a place where goods are bought and sold at regular intervals,S,,active
MRSH,marsh(es),a wetland dominated by grass-like vegetation,H,,active
MDW,meadow,"a small, poorly drained area dominated by grassy vegetation",V,,active
NKM,meander neck,a narrow strip of land between the two limbs of a meander loop at its narrowest point,T,,active
CTRM,medical center,"a complex of health care buildings including two or more of the following: hospital, medical school, clinic, pharmacy, doctor's offices, etc.",S,,active
MESA,mesa(s),"a flat-topped, isolated elevation with steep slopes on all sides, less extensive than a plateau",T,,active
STNM,meteorological station,a station at which weather elements are recorded,S,,active
MILB,military base,"a place used by an army or other armed service for storing arms and supplies, and for accommodating and training troops, a base from which operations can be initiated",L,,active
INSM,military installation,a facility for use of and control by armed forces,S,,active
SCHM,military school,a school at which military science forms the core of the curriculum,S,,active
ML,mill(s),"a building housing machines for transforming, shaping, finishing, grinding, or extracting products",S,,active
MN,mine(s),a site where mineral ores are extracted from the ground by excavating surface pits and subterranean passages,S,,active
MNA,mining area,an area of mine sites where minerals and ores are extracted,L,,active
CMPMN,mining camp,a camp used by miners,S,,active
MSSN,mission,"a place characterized by dwellings, school, church, hospital and other facilities operated by a religious group for the purpose of providing charitable services and to propagate religion",S,,active
MOLE,mole,a massive structure of masonry or large stones serving as a pier or breakwater,S,,active
MSTY,monastery,a building and grounds where a community of monks lives in seclusion,S,,active
MNMT,monument,a commemorative structure or statue,S,,active
MOOR,moor(s),an area of open ground overlaid with wet peaty soils,H,,active
MRN,moraine,"a mound, ridge, or other accumulation of glacial till",T,,active
MSQE,mosque,a building for public Islamic worship,S,,active
MND,mound(s),"a low, isolated, rounded hill",T,,active
MT,mountain,"an elevation standing high above the surrounding area with small summit area, steep slopes and local relief of 300m or more",T,,active
MTS,mountains,a mountain range or a group of mountains or high ridges,T,,active
FLTM,mud flat(s),"a relatively level area of mud either between high and low tide lines, or subject to flooding",H,,active
MFGM,munitions plant,a factory where ammunition is made,S,,active
MUS,museum,a building where objects of permanent interest in one or more of the arts and sciences are preserved and exhibited,S,,active
NRWS,narrows,"a navigable narrow part of a bay, strait, river, etc.",H,,active
TNLN,natural tunnel,a cave that is open at both ends,R,,active
RESN,nature reserve,an area reserved for the maintenance of a natural habitat,L,,active
NVB,naval base,"an area used to store supplies, provide barracks for troops and naval personnel, a port for naval vessels, and from which operations are initiated",L,,active
CNLN,navigation canal(s),a watercourse constructed for navigation of vessels,H,,active
CHNN,navigation channel,a buoyed channel of sufficient depth for the safe navigation of vessels,H,,active
MNNI,nickel mine(s),a mine where nickel ore is extracted,S,,active
NOV,novitiate,a religious house or school where novices are trained,S,,active
PSN,nuclear power station,nuclear power station,S,,active
NTK,nunatak,a rock or mountain peak protruding through glacial ice,T,,active
NTKS,nunataks,rocks or mountain peaks protruding through glacial ice,T,,active
NSY,nursery(-ies),a place where plants are propagated for transplanting or grafting,S,,active
OAS,oasis(-es),an area in a desert made productive by the availability of water,L,,active
OBPT,observation point,a wildlife or scenic observation point,S,,active
OBS,observatory,a facility equipped for observation of atmospheric or space phenomena,S,,active
OCN,ocean,one of the major divisions of the vast expanse of salt water covering part of the earth,H,,active
BLDO,office building,commercial building where business and/or services are conducted,S,,active
CMPO,oil camp,a camp used by oilfield workers,S,,active
ESTO,oil palm plantation,an estate specializing in the cultivation of oil palm trees,S,,active
OILP,oil pipeline,a pipeline used for transporting oil,R,,active
OILJ,oil pipeline junction,a section of an oil pipeline where two or more pipes join together,S,,active
TRMO,oil pipeline terminal,a tank farm or loading facility at the end of an oil pipeline,S,,active
PMPO,oil pumping station,a facility for pumping oil through a pipeline,S,,active
OILR,oil refinery,a facility for converting crude oil into refined petroleum products,S,,active
OILW,oil well,a well from which oil may be pumped,S,,active
OILF,oilfield,an area containing a subterranean store of petroleum of economic value,L,,active
GRVO,olive grove,a planting of olive trees,V,,active
MLO,olive oil mill,a mill where oil is extracted from olives,S,,active
OCH,orchard(s),a planting of fruit or nut trees,V,,active
MLM,ore treatment plant,a facility for improving the metal content of ore by concentration,S,,active
OVF,overfalls,an area of breaking waves caused by the meeting of currents or by waves moving against the current,H,,active
LKO,oxbow lake,a crescent-shaped lake commonly found adjacent to meandering streams,H,,active
PGDA,pagoda,"a tower-like storied structure, usually a Buddhist shrine",S,,active
PAL,palace,"a large stately house, often a royal or presidential residence",S,,active
GRVP,palm grove,a planting of palm trees,V,,active
RESP,palm tree reserve,an area of palm trees where use is controlled,L,,active
PAN,pan,"a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool",T,,active
PANS,pans,"a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool",T,,active
PRSH,parish,an ecclesiastical district,A,,active
PRK,park,"an area, often of forested land, maintained as a place of beauty, or for recreation",L,,active
PRKGT,park gate,a controlled access to a park,S,,active
PRKHQ,park headquarters,a park administrative facility,S,,active
GARG,parking garage,a building or underground facility used exclusively for parking vehicles,S,,active
PKLT,parking lot,an area used for parking vehicles,S,,active
PASS,pass,"a break in a mountain range or other high obstruction, used for transportation from one side to the other [See also gap]",T,,active
PSTP,patrol post,a post from which patrols are sent out,S,,active
PK,peak,"a pointed elevation atop a mountain, ridge, or other hypsographic feature",T,,active
PKS,peaks,"pointed elevations atop a mountain, ridge, or other hypsographic features",T,,active
PEAT,peat cutting area,an area where peat is harvested,L,,active
PEN,peninsula,an elongate area of land projecting into a body of water and nearly surrounded by water,T,,active
BSNP,petroleum basin,an area underlain by an oil-rich structural basin,L,,active
MFGPH,phosphate works,a facility for producing fertilizer,S,,active
